GIMIMO_METAI,GIMIMO_VALSTYBE,LYTIS,SEIMOS_PADETIS,KIEK_TURI_VAIKU,SENIUNIJA,GATVE,SENIUNNR,TER_REJ_KODAS,GATV_K,GAT_ID
2018,LTU,V,,0,Naujininkai,"Kelmijos Sodų 85-oji g.",19,G1,2643,60680
1980,UKR,M,,0,Rasos,"Liepkalnio g.",15,G1,286,22136
1951,LTU,M,V,0,Senamiestis,"Didžioji g.",16,G1,95,21951
1972,LTU,M,I,0,Antakalnis,"Nugalėtojų g.",13,G1,372,22217
1962,LTU,V,V,0,Naujamiestis,"Aguonų g.",17,G1,12,21873
2012,LTU,V,,0,Šnipiškės,"Kalvarijų g.",3,G1,216,22068
1990,LTU,M,V,0,"Naujoji  Vilnia","Juozo Ereto g.",14,G1,3064,219562
1974,UKR,V,,0,"Naujoji  Vilnia","Verbų skg.",14,G1,606,22441
1947,LTU,M,I,0,Antakalnis,"Šlamučių g.",13,G1,3204,259420
1992,LTU,M,V,2,Vilkpėdė,"Ūmėdžių g.",18,G1,568,22405
1966,LTU,V,V,0,Karoliniškės,"Algimanto Petro Kavoliuko g.",10,G1,910,30663
2008,LTU,M,,0,Justiniškės,"Taikos g.",8,G1,536,22375
1960,LTU,M,V,0,"Naujoji  Vilnia","Linksmoji g.",14,G1,292,22142
1957,LTU,M,V,0,Grigiškės,"Kovo 11-osios g. (Grigiškės)",21,G89,528,24569
1964,LTU,V,V,0,Fabijoniškės,"Fabijoniškių g.",4,G1,121,21977
2019,BLR,M,,0,Pašilaičiai,"Leičių g.",7,G1,2709,64996
1994,LTU,M,V,2,Verkiai,"A. Šabaniausko g.",1,G1,1636,49182
2004,LTU,V,,0,Karoliniškės,"Rolando Jankausko g.",10,G1,610,22445
2014,LTU,V,,0,Senamiestis,"Vokiečių g.",16,G1,627,22460
1968,LTU,V,V,0,"Naujoji  Vilnia","Paeglinės Sodų 10-oji g.",14,G1,2662,61740
1985,LTU,M,V,2,Naujamiestis,"Smolensko g.",17,G1,505,22345
2022,LTU,M,,0,Senamiestis,"L. Stuokos-Gucevičiaus g.",16,G1,269,32004
1981,LTU,V,V,0,Antakalnis,"P. Vileišio g.",13,G1,379,22224
2019,LTU,M,,0,Pašilaičiai,"Gabijos g.",7,G1,125,21981
2006,UKR,M,,0,,,,A461,,
1982,LTU,M,,2,Žvėrynas,"Lapių g.",6,G1,3074,226468
1938,LTU,M,I,0,Naujininkai,"Šaltkalvių g.",19,G1,646,22478
1982,LVA,M,V,2,Žirmūnai,"Apkasų g.",2,G1,26,21887
2012,LTU,M,,0,Antakalnis,"Tverečiaus g.",13,G1,563,22401
1952,BLR,M,V,0,Paneriai,"Vaidotų g.",20,G1,2090,48710
1999,LTU,V,,0,Justiniškės,"Rygos g.",8,G1,469,22310
1978,LTU,V,V,2,Lazdynai,"Jonažolių g.",11,G1,2143,52990
2005,LTU,V,,0,Naujamiestis,"Nočios g.",17,G1,192,22045
1969,LTU,M,N,0,Pilaitė,"Įsruties g.",12,G1,643,22475
1968,LTU,V,V,0,Šeškinė,"Musninkų g.",5,G1,355,22200
1983,LTU,V,,0,Karoliniškės,"Vido Maciulevičiaus g.",10,G1,523,22363
1972,BLR,V,,0,Justiniškės,"Taikos g.",8,G1,536,22375
1981,KAZ,V,I,0,Naujamiestis,"Geležinkelio g.",17,G1,137,21993
1984,LTU,M,V,2,Fabijoniškės,"Gedvydžių g.",4,G1,1135,22539
1974,LTU,M,V,0,Žirmūnai,"Apkasų g.",2,G1,26,21887
1974,BLR,V,,0,Senamiestis,"Geležinkelio g.",16,G1,137,21993
1974,UKR,V,,0,"Naujoji  Vilnia","Uosių Sodų 17-oji g.",14,G1,2582,59916
2019,LTU,M,,0,Šnipiškės,"Kalvarijų g.",3,G1,216,22068
1960,LTU,M,N,0,Vilkpėdė,"Geležinio Vilko g.",18,G1,139,21995
2000,LTU,M,,0,Antakalnis,"Rūtų g.",13,G1,472,22313
1940,RUS,V,N,0,"Naujoji  Vilnia","Gerovės g.",14,G1,145,22001
1955,LTU,V,V,0,Fabijoniškės,"S. Stanevičiaus g.",4,G1,492,22333
2017,LTU,V,,0,Vilkpėdė,"Titnago g.",18,G1,545,22384
1996,LTU,M,,0,Karoliniškės,"Algimanto Petro Kavoliuko g.",10,G1,910,30663
2013,LTU,V,,0,Antakalnis,"Antakalnio g.",13,G1,23,21884
1977,LTU,V,,0,Fabijoniškės,"Salomėjos Nėries g.",4,G1,2656,61728
1990,LTU,V,V,0,Šeškinė,"Deltuvos g.",5,G1,93,21949
2002,LTU,M,,0,Lazdynai,"Erfurto g.",11,G1,117,21973
1956,LTU,M,V,0,Naujininkai,"Spenglos g.",19,G1,2119,52050
1977,LTU,M,V,1,"Naujoji  Vilnia","Broniaus Grigo g.",14,G1,949,31875
1935,LTU,M,N,0,Viršuliškės,"Šešuolių g.",9,G1,655,22487
1977,UKR,M,,0,Pilaitė,"Gilužio g.",12,G1,150,22006
1963,LTU,V,V,0,Vilkpėdė,"Gerosios Vilties g.",18,G1,144,22000
1963,LTU,V,V,0,Antakalnis,"Žirgo g.",13,G1,693,22523
1988,LTU,M,V,1,Pilaitė,"Papilėnų g.",12,G1,396,22241
2012,LTU,V,,0,Pašilaičiai,"Justiniškių g.",7,G1,203,22056
1990,LTU,V,,0,Senamiestis,"Tilto g.",16,G1,543,22382
1983,LTU,M,V,2,"Naujoji  Vilnia","Parko g.",14,G1,399,22244
1985,LTU,V,V,1,Pašilaičiai,"Gabijos g.",7,G1,125,21981
1990,LTU,M,V,1,Paneriai,"Baltosios Vokės g.",20,G1,48,21906
1993,LTU,V,V,1,Žirmūnai,"Piromonto g.",2,G1,3401,287741
2019,LTU,M,,0,Antakalnis,"Rudausių Sodų 11-oji g.",13,G1,2278,53374
1972,LTU,V,V,1,Senamiestis,"Polocko g.",16,G1,427,22269
1986,LTU,M,,0,,,,G1,2208,
1945,LTU,M,N,0,Paneriai,"Speigo g.",20,G1,1986,26754
1940,LTU,M,I,0,Fabijoniškės,"S. Stanevičiaus g.",4,G1,492,22333
2002,LTU,M,,0,Pašilaičiai,"Jurgio Baltrušaičio g.",7,G1,1749,50258
1970,LTU,M,,0,Lazdynai,"Šiltnamių g.",11,G1,662,22493
1997,LTU,V,,0,Antakalnis,"Žolyno g.",13,G1,696,22526
2019,LTU,V,,0,Senamiestis,"M. Daukšos g.",16,G1,310,22160
1986,LTU,V,V,0,Žirmūnai,"Apkasų g.",2,G1,26,21887
1954,LTU,V,V,0,Fabijoniškės,"S. Stanevičiaus g.",4,G1,492,22333
1989,LTU,M,V,0,Antakalnis,"Gailių g.",13,G1,128,21984
1999,LTU,M,,0,Šeškinė,"Buivydiškių g.",5,G1,73,21929
2000,LTU,V,,0,Lazdynai,"Bukčių g.",11,G1,78,21934
1975,LTU,V,V,0,Antakalnis,"Antavilių g.",13,G1,24,21885
1987,LTU,M,V,2,Šeškinė,"Šeškinės g.",5,G1,653,22485
2013,LTU,V,,0,Justiniškės,"Taikos g.",8,G1,536,22375
2015,LTU,M,,0,Šeškinė,"Šeškinės g.",5,G1,653,22485
2015,LTU,V,,0,"Naujoji  Vilnia","Karklėnų g.",14,G1,735,24285
1987,IND,M,,0,Šnipiškės,"Lvivo g.",3,G1,304,22154
1973,LTU,M,I,0,Antakalnis,"Medžiotojų g.",13,G1,332,22180
1973,POL,V,,0,Paneriai,"V. A. Graičiūno g.",20,G1,725,24275
2019,LTU,M,,0,Rasos,"Filaretų g.",15,G1,123,21979
2010,LTU,V,,0,Verkiai,"Didlaukio g.",1,G1,94,21950
1992,BLR,V,,0,Naujininkai,"Zanavykų g.",19,G1,859,28292
2011,LTU,M,,0,Fabijoniškės,"P. Žadeikos g.",4,G1,381,22226
2009,LTU,M,,0,Karoliniškės,"Sausio 13-osios g.",10,G1,736,24286
1964,BLR,V,V,0,Naujininkai,"Šaltkalvių g.",19,G1,646,22478
1967,LTU,M,V,0,Pašilaičiai,"Perkūnkiemio g.",7,G1,2710,64998
1993,LTU,M,,0,Žirmūnai,"Žirmūnų g.",2,G1,694,22524
1990,BLR,V,,0,Paneriai,"V. A. Graičiūno g.",20,G1,725,24275
1987,LTU,M,V,0,Žirmūnai,"Rinktinės g.",2,G1,456,22297
1946,BLR,M,N,0,Šnipiškės,"Krokuvos g.",3,G1,256,22107
1968,LTU,M,N,0,Naujininkai,"Pelesos g.",19,G1,408,22253
1975,LTU,V,V,2,Verkiai,"Ožkinių g.",1,G1,838,28272
2016,LTU,M,,0,Verkiai,"Popieriaus g.",1,G1,428,22270
1949,LTU,M,N,0,Verkiai,"Bitininkų g.",1,G1,65,21921
2014,LTU,M,,0,Šeškinė,"Želvos g.",5,G1,682,22513
1984,LTU,V,,0,Karoliniškės,"Algimanto Petro Kavoliuko g.",10,G1,910,30663
1966,LTU,M,V,0,"Naujoji  Vilnia","K. Stašio g.",14,G1,721,24267
1984,LTU,V,,0,Karoliniškės,"Sausio 13-osios g.",10,G1,736,24286
1974,LTU,V,V,2,Fabijoniškės,"Fabijoniškių g.",4,G1,121,21977
1946,LTU,V,I,0,,,,G1,3614,
1986,LTU,M,V,2,Rasos,"Ribiškių Sodų 3-ioji g.",15,G1,2409,53636
1981,BLR,M,I,0,Paneriai,"Girių g.",20,G1,2081,28385
1998,UKR,M,,0,,,,A461,,
1949,LTU,M,V,0,Fabijoniškės,"S. Stanevičiaus g.",4,G1,492,22333
1970,UKR,M,V,0,Pilaitė,"Vydūno g.",12,G1,629,22462
1950,LTU,M,,0,Verkiai,"Jeruzalės g.",1,G1,1583,47616
1968,LTU,V,V,1,Fabijoniškės,"Gedvydžių g.",4,G1,1135,22539
1976,LTU,V,I,0,Viršuliškės,"Viršuliškių g.",9,G1,619,22452
1960,LTU,M,V,0,Karoliniškės,"Vido Maciulevičiaus g.",10,G1,523,22363
2000,LTU,V,,0,Verkiai,"Numėjos g.",1,G1,773,24724
2022,LTU,V,,0,"Naujoji  Vilnia","Taugotiškių g.",14,G1,2765,67404
2001,LTU,M,,0,"Naujoji  Vilnia","Grūdų Sodų 10-oji g.",14,G1,2670,61756
2010,LTU,V,,0,Šeškinė,"Buivydiškių g.",5,G1,73,21929
1960,LTU,V,V,0,Pašilaičiai,"Gineitiškių g.",7,G1,1993,48788
1948,LTU,M,N,0,Šeškinė,"Paberžės g.",5,G1,382,22227
1976,LTU,V,V,2,Pilaitė,"Nidos g.",12,G1,1695,49998
1954,LTU,M,N,0,Karoliniškės,"Loretos Asanavičiūtės g.",10,G1,699,22528
2017,LTU,M,,0,"Naujoji  Vilnia","Paeglinės g.",14,G1,383,22228
1990,LTU,V,V,1,Viršuliškės,"Viršuliškių g.",9,G1,619,22452
2018,LTU,V,,0,Verkiai,"Ateities g.",1,G1,34,21893
1976,LTU,V,V,1,Justiniškės,"Rygos g.",8,G1,469,22310
1956,LTU,V,V,0,Naujamiestis,"Švitrigailos g.",17,G1,581,22417
2005,LTU,M,,0,Žvėrynas,"Miglos g.",6,G1,340,22188
2009,LTU,M,,0,Naujamiestis,"Vasario 16-osios g.",17,G1,600,22435
2016,LTU,V,,0,"Naujoji  Vilnia","Stasio Matijošaičio g.",14,G1,3426,287962
1984,CMR,V,,0,Viršuliškės,"Laisvės pr.",9,G1,272,22123
1984,LTU,M,V,2,Verkiai,"Jurgio Lebedžio g.",1,G1,2875,85955
1990,LTU,V,V,1,Šnipiškės,"Širvintų g.",3,G1,665,22496
1993,LTU,M,,0,Žvėrynas,"Latvių g.",6,G1,277,22128
1956,LTU,M,I,0,Fabijoniškės,"L. Giros g.",4,G1,266,22117
2012,LTU,V,,0,Pašilaičiai,"Dociškių g.",7,G1,2648,61712
1980,LTU,M,V,1,Verkiai,"Kolektyvo g.",1,G1,247,22098
1984,LTU,V,,0,Pilaitė,"Gilužio g.",12,G1,150,22006
1943,LTU,M,V,0,Pašilaičiai,"Gabijos g.",7,G1,125,21981
1982,LTU,M,V,1,Verkiai,"Spindulio g.",1,G1,3122,238860
2009,LTU,V,,0,Verkiai,"Ožkinių g.",1,G1,838,28272
1998,LTU,M,V,0,Šnipiškės,"Linkmenų g.",3,G1,291,22141
2004,LTU,V,,0,Lazdynai,"Jonažolių g.",11,G1,2143,52990
1983,LTU,V,V,1,Lazdynai,"Žaibo g.",11,G1,3321,273415
1989,LTU,M,V,2,Karoliniškės,"Loretos Asanavičiūtės g.",10,G1,699,22528
1992,LTU,V,,0,Naujamiestis,"Aludarių g.",17,G1,716,24258
1958,BLR,V,N,0,Karoliniškės,"Apolinaro Juozo Povilaičio g.",10,G1,587,22423
2012,LTU,V,,0,Rasos,"Kaukysos g.",15,G1,827,28261
1992,LTU,M,,0,Pilaitė,"I. Kanto al.",12,G1,168,22022
1993,BLR,M,,0,Žirmūnai,"Minties g.",2,G1,345,22192
1992,BRA,M,V,0,"Naujoji  Vilnia","Mykolo Velykio g.",14,G1,3583,323116
1991,LTU,V,I,1,"Naujoji  Vilnia","Stepono Batoro g.",14,G1,711,24259
1977,LTU,M,V,1,Verkiai,"Santariškių g.",1,G1,482,22323
1977,LTU,M,V,1,Žirmūnai,"Žirmūnų g.",2,G1,694,22524
2005,LTU,V,,0,Naujamiestis,"Pakalnės g.",17,G1,386,22231
1992,CMR,V,,0,Karoliniškės,"Laisvės pr.",10,G1,272,22123
2010,LTU,V,,0,Šnipiškės,"Krokuvos g.",3,G1,256,22107
2003,LTU,M,,0,Naujamiestis,"Nočios g.",17,G1,192,22045
2021,LTU,V,,0,Pilaitė,"Karaliaučiaus g.",12,G1,223,22075
1955,LTU,M,V,0,"Naujoji  Vilnia","S. Raštikio g.",14,G1,720,24266
2011,LTU,V,,0,Šeškinė,"Gelvonų g.",5,G1,141,21997
2014,LTU,V,,0,Senamiestis,"Krivių g.",16,G1,1254,22537
1961,LTU,M,V,0,Rasos,"Filaretų g.",15,G1,123,21979
1959,LTU,M,I,0,Fabijoniškės,"S. Stanevičiaus g.",4,G1,492,22333
1994,LTU,V,,0,Pašilaičiai,"Jurgio Baltrušaičio g.",7,G1,1749,50258
1990,LTU,V,V,1,Viršuliškės,"Č. Sugiharos g.",9,G1,724,24274
1941,LTU,V,V,0,Antakalnis,"Antakalnio g.",13,G1,23,21884
1982,UKR,V,,0,"Naujoji  Vilnia","Uosių Sodų 17-oji g.",14,G1,2582,59916
1973,LTU,M,V,0,Šnipiškės,"Krokuvos g.",3,G1,256,22107
1943,LTU,M,N,0,Rasos,"Olandų g.",15,G1,374,22219
1967,LTU,M,V,0,Pašilaičiai,"Pakonių g.",7,G1,3403,288212
1977,BLR,V,,0,Šeškinė,"Gelvonų g.",5,G1,141,21997
1976,LTU,V,V,1,Senamiestis,"Kauno g.",16,G1,231,22082
2011,LTU,M,,0,Žirmūnai,"Žirmūnų g.",2,G1,694,22524
1980,LTU,M,V,3,Šeškinė,"Šeškinės g.",5,G1,653,22485
2012,LTU,V,,0,Žirmūnai,"Sporto g.",2,G1,512,22352
1984,LTU,M,V,3,Šeškinė,"Dūkštų g.",5,G1,109,21965
1961,RUS,V,V,2,Verkiai,"Kryžiokų g.",1,G1,2096,49290
1998,LTU,M,,0,Lazdynai,"Architektų g.",11,G1,27,21888
1941,LTU,M,N,0,Šeškinė,"Buivydiškių g.",5,G1,73,21929
1991,LTU,V,,0,Lazdynai,"Lazdynėlių g.",11,G1,830,28264
2000,LTU,V,,0,Grigiškės,"Kovo 11-osios g. (Grigiškės)",21,G89,528,24569
1962,LTU,M,V,0,Naujininkai,"Brolių g.",19,G1,71,21927
1982,LTU,M,V,0,"Naujoji  Vilnia","Minsko pl.",14,G1,344,22191
1983,LTU,V,V,0,Pilaitė,"Vydūno g.",12,G1,629,22462
2011,LTU,V,,0,Naujamiestis,"Pamėnkalnio g.",17,G1,392,22237
1948,BLR,M,N,0,Verkiai,"Didlaukio g.",1,G1,94,21950
2013,LTU,M,,0,"Naujoji  Vilnia","Parko g.",14,G1,399,22244
2017,LTU,M,,0,Pilaitė,"Vydūno g.",12,G1,629,22462
1949,LVA,M,V,0,"Naujoji  Vilnia","Genių g.",14,G1,142,21998
1968,LTU,M,V,0,Žirmūnai,"Žalgirio g.",2,G1,679,22510
1968,LTU,V,V,1,Pašilaičiai,"Vincento Gorskio g.",7,G1,3082,228060
2013,LTU,V,,0,Naujamiestis,"Jogailos g.",17,G1,196,22049
2006,LTU,V,,0,Senamiestis,"Užupio g.",16,G1,575,22412
2001,LTU,M,,0,Šnipiškės,"Kalvarijų g.",3,G1,216,22068
1958,LTU,M,V,0,Naujamiestis,"Vasario 16-osios g.",17,G1,600,22435
1978,LTU,V,V,2,Verkiai,"Balsių Sodų 10-oji g.",1,G1,1683,49974
1982,LTU,V,V,1,Naujamiestis,"Smolensko g.",17,G1,505,22345
1982,LTU,V,V,2,Pilaitė,"I. Kanto al.",12,G1,168,22022
1974,LTU,V,V,2,"Naujoji  Vilnia","Gurių Sodų 3-ioji g.",14,G1,1788,50336
2012,LTU,M,,0,"Naujoji  Vilnia","Gerovės g.",14,G1,145,22001
1971,LTU,M,V,0,Pašilaičiai,"Medeinos g.",7,G1,330,22178
1967,RUS,V,,0,Naujamiestis,"Geležinkelio g.",17,G1,137,21993
1982,LTU,M,I,1,Viršuliškės,"Justiniškių g.",9,G1,203,22056
2017,LTU,V,,0,Verkiai,"Bajorų kel.",1,G1,800,28025
1988,LTU,V,,0,Žirmūnai,"J. Treinio g.",2,G1,787,24737
2020,LTU,V,,0,Lazdynai,"Jonažolių g.",11,G1,2143,52990
1942,RUS,M,N,0,"Naujoji  Vilnia","Gerovės g.",14,G1,145,22001
1983,LTU,M,V,2,Šeškinė,"Šeškinės Sodų g.",5,G1,2688,61792
1948,LTU,M,N,0,Vilkpėdė,"Ūmėdžių g.",18,G1,568,22405
1994,LTU,V,,0,Naujamiestis,"Naugarduko g.",17,G1,364,22209
1992,LTU,M,V,0,Pašilaičiai,"Vaivadiškių g.",7,G1,3184,246773
1948,LTU,M,N,0,Viršuliškės,"Viršuliškių g.",9,G1,619,22452
1961,LTU,V,V,0,Šeškinė,"Gelvonų g.",5,G1,141,21997
1973,LTU,M,V,2,Antakalnis,"Petro Rimšos g.",13,G1,579,22415
1972,LTU,M,V,0,Rasos,"Dirvonų g.",15,G1,98,21954
1978,LTU,M,,0,Naujininkai,"Brolių g.",19,G1,71,21927
2006,LTU,V,,0,Lazdynai,"Architektų g.",11,G1,27,21888
2010,LTU,M,,0,Karoliniškės,"Rolando Jankausko g.",10,G1,610,22445
2009,LTU,V,,0,"Naujoji  Vilnia","Genių g.",14,G1,142,21998
1986,LTU,M,V,3,Šeškinė,"Dūkštų g.",5,G1,109,21965
1960,LTU,V,V,1,Naujininkai,"Šaltkalvių g.",19,G1,646,22478
1989,LTU,V,,0,Justiniškės,"Taikos g.",8,G1,536,22375
1938,LTU,V,V,0,Vilkpėdė,"Savanorių pr.",18,G1,487,22328
1964,LTU,M,,0,Žirmūnai,"S. Žukausko g.",2,G1,1977,51844
1994,LTU,V,,0,Lazdynai,"Lazdynėlių g.",11,G1,830,28264
1983,LTU,M,V,2,Šnipiškės,"Daugėliškio g.",3,G1,91,21947
1988,RUS,M,V,1,Vilkpėdė,"Gerosios Vilties g.",18,G1,144,22000
1972,LTU,V,V,1,Antakalnis,"Šilo g.",13,G1,660,22492
1936,LTU,M,V,0,Žirmūnai,"Žirmūnų g.",2,G1,694,22524
2020,UKR,M,,0,,,,A461,,
2007,LTU,V,,0,Žirmūnai,"M. Katkaus g.",2,G1,316,22165
1991,KAZ,V,,0,Naujininkai,"Darbininkų g.",19,G1,87,21943
1983,LTU,M,N,0,Naujininkai,"Katiliškių g.",19,G1,1751,50262
1964,LTU,V,V,0,Naujamiestis,"S. Konarskio g.",17,G1,475,22316
1982,LTU,M,V,0,"Naujoji  Vilnia","Versmių g.",14,G1,609,22444
2009,LTU,V,,0,Senamiestis,"Užupio g.",16,G1,575,22412
2011,LTU,M,,0,"Naujoji  Vilnia","Parko g.",14,G1,399,22244
1947,LTU,M,I,0,Žirmūnai,"Kazliškių g.",2,G1,233,22084
1984,LTU,V,V,0,"Naujoji  Vilnia","Linksmoji g.",14,G1,292,22142
1974,LTU,M,V,0,Pilaitė,"Karaliaučiaus g.",12,G1,223,22075
2017,BLR,M,,0,Senamiestis,"Žemaitijos g.",16,G1,683,22514
1967,LTU,M,I,0,Vilkpėdė,"Vilkpėdės g.",18,G1,791,24741
2010,LTU,V,,0,Pilaitė,"I. Kanto al.",12,G1,168,22022
1969,LTU,V,I,0,Justiniškės,"Justiniškių g.",8,G1,203,22056
2008,LTU,V,,0,Naujamiestis,"A. Vivulskio g.",17,G1,189,22042
2002,LTU,M,,0,"Naujoji  Vilnia","Gerovės g.",14,G1,145,22001
1993,LTU,M,,1,Pilaitė,"Gilužio g.",12,G1,150,22006
1945,LTU,V,V,0,Justiniškės,"Laisvės pr.",8,G1,272,22123
1978,LTU,M,,0,Senamiestis,"Geležinkelio g.",16,G1,137,21993
2013,LTU,V,,0,Pašilaičiai,"Žemynos g.",7,G1,687,22518
1952,LTU,M,V,0,Justiniškės,"Taikos g.",8,G1,536,22375
1963,LTU,M,V,0,Verkiai,"Pakalnio g.",1,G1,1662,49932
1971,LTU,M,V,0,Grigiškės,"Vilniaus g. (Grigiškės)",21,G89,505,24542
1961,BLR,M,V,0,Justiniškės,"Justiniškių g.",8,G1,203,22056
1978,LTU,V,,0,Antakalnis,"Antakalnio g.",13,G1,23,21884
1971,BLR,V,,0,Naujininkai,"Eišiškių pl.",19,G1,114,21970
1993,LTU,V,,0,Rasos,"Srovės g.",15,G1,513,22353
2011,UKR,V,,0,,,,A461,,
1997,RUS,V,,0,Viršuliškės,"Viršuliškių g.",9,G1,619,22452
2022,LTU,V,,0,Pašilaičiai,"Perkūnkiemio g.",7,G1,2710,64998
1963,LTU,M,V,0,Justiniškės,"Taikos g.",8,G1,536,22375
1991,LTU,M,V,1,Lazdynai,"Lūkesčių g.",11,G1,832,28266
1978,LTU,V,V,1,Antakalnis,"Juodvarnių Sodų 24-oji g.",13,G1,2204,53228
1961,LTU,M,V,0,Šeškinė,"Laisvės pr.",5,G1,272,22123
1992,BLR,M,V,0,Verkiai,"Juozo Balčikonio g.",1,G1,2874,85953
1980,LTU,V,V,1,Žvėrynas,"Blindžių g.",6,G1,67,21923
1963,LTU,M,V,0,Lazdynai,"Architektų g.",11,G1,27,21888
2016,LTU,V,,0,Žirmūnai,"J. Kubiliaus g.",2,G1,1980,51850
1975,UKR,V,,0,Naujamiestis,"J. Basanavičiaus g.",17,G1,174,22028
1962,LTU,M,,0,Naujamiestis,"Gedimino pr.",17,G1,135,21991
1984,LTU,M,V,2,Žvėrynas,"Lokių g.",6,G1,300,22150
1954,LTU,M,N,0,Pašilaičiai,"Pašilaičių g.",7,G1,405,22250
1990,LTU,V,,0,Rasos,"Subačiaus g.",15,G1,522,22362
1946,LVA,V,V,0,Šeškinė,"Šeškinės g.",5,G1,653,22485
1988,LTU,V,,0,"Naujoji  Vilnia","Linksmoji g.",14,G1,292,22142
1980,LTU,M,V,2,"Naujoji  Vilnia","Rukainių g.",14,G1,1966,51618
1963,LTU,V,V,0,Žvėrynas,"Miglos g.",6,G1,340,22188
1987,LTU,M,,1,Verkiai,"Bajorų Sodų 24-oji g.",1,G1,1739,50086
1949,RUS,M,N,0,Karoliniškės,"Virginijaus Druskio g.",10,G1,412,22257
1985,DEU,M,V,2,"Naujoji  Vilnia","Juodupio g.",14,G1,1964,51614
1968,LTU,M,V,0,Pilaitė,"M. Mažvydo g.",12,G1,319,22167
1968,LTU,M,V,0,"Naujoji  Vilnia","Ateities Sodų 4-oji g.",14,G1,2385,53588
1981,LTU,V,V,0,Verkiai,"Pilėnų g.",1,G1,3169,244312
1972,LTU,V,,0,Šnipiškės,"Slucko g.",3,G1,499,22340
1950,LTU,M,N,0,Viršuliškės,"Viršuliškių g.",9,G1,619,22452
1978,LTU,M,V,2,Žvėrynas,"Paribio g.",6,G1,398,22243
1992,LTU,M,V,0,Lazdynai,"Žaibo g.",11,G1,3321,273415
1937,LTU,M,N,0,Karoliniškės,"Virginijaus Druskio g.",10,G1,412,22257
1984,LTU,M,V,2,Žirmūnai,"M. Katkaus g.",2,G1,316,22165
2013,LTU,M,,0,Pašilaičiai,"Medeinos g.",7,G1,330,22178
1999,LTU,V,,0,Naujininkai,"Kelmijos Sodų 82-oji g.",19,G1,2492,53802
2012,UKR,V,,0,,,,A461,,
1984,LTU,M,I,3,Lazdynai,"Architektų g.",11,G1,27,21888
1971,UKR,V,V,0,Naujamiestis,"Geležinkelio g.",17,G1,137,21993
1954,BLR,M,N,0,Grigiškės,"Šviesos g. (Grigiškės)",21,G89,520,24555
2010,LTU,M,,0,Naujininkai,"Konduktorių g.",19,G1,248,22099
1979,LTU,M,V,1,Verkiai,"Krakiškių Sodų 20-oji g.",1,G1,1922,50758
1991,LTU,V,V,1,Pašilaičiai,"Žemynos g.",7,G1,687,22518
2001,LTU,V,,0,Naujininkai,"Povų g.",19,G1,2645,60684
1971,UKR,M,,0,,,,A461,,
2016,LTU,M,,0,Šnipiškės,"Kernavės g.",3,G1,239,22090
1954,LVA,M,V,0,Šeškinė,"Dūkštų g.",5,G1,109,21965
2001,LTU,M,,0,Naujamiestis,"Savanorių pr.",17,G1,487,22328
1976,LTU,V,,0,,,,A461,,
1993,LTU,M,V,1,Paneriai,"Vilkiškės g.",20,G1,2073,26652
2022,LTU,V,,0,Verkiai,"Didlaukio g.",1,G1,94,21950
1998,LTU,V,V,1,Naujininkai,"Kapsų g.",19,G1,221,22073
1953,LTU,V,I,0,Fabijoniškės,"Fabijoniškių g.",4,G1,121,21977
1934,RUS,M,N,0,Rasos,"Kenos g.",15,G1,237,22088
1967,RUS,M,V,0,Pašilaičiai,"Pašilaičių g.",7,G1,405,22250
2016,LTU,V,,0,Pašilaičiai,"Žemynos g.",7,G1,687,22518
1962,LTU,M,I,0,Verkiai,"Mokyklos g.",1,G1,350,22197
2017,LTU,V,,0,Lazdynai,"Jonažolių g.",11,G1,2143,52990
1986,LTU,M,V,2,Žirmūnai,"Tuskulėnų g.",2,G1,562,22400
2018,LTU,M,,0,"Naujoji  Vilnia","Moldovos g.",14,G1,3048,213211
1987,LTU,V,,0,"Naujoji  Vilnia","Grūdų Sodų g.",14,G1,2663,61742
2017,LTU,V,,0,Pilaitė,"Įsruties g.",12,G1,643,22475
2002,LTU,M,,0,Justiniškės,"Rygos g.",8,G1,469,22310
1954,LTU,V,V,0,Žirmūnai,"Žirmūnų g.",2,G1,694,22524
1988,BLR,V,,0,"Naujoji  Vilnia","Uosių Sodų 17-oji g.",14,G1,2582,59916
2019,LTU,M,,0,Žvėrynas,"A. Mickevičiaus g.",6,G1,4,21865
2017,LTU,V,,0,Antakalnis,"Debesijos g.",13,G1,92,21948
1972,LTU,V,I,1,Karoliniškės,"Dariaus Gerbutavičiaus g.",10,G1,678,22509
1988,LTU,V,,0,Vilkpėdė,"Gerosios Vilties g.",18,G1,144,22000
1965,KAZ,M,V,1,Šeškinė,"Paberžės g.",5,G1,382,22227
1960,LTU,M,,0,Naujamiestis,"Kauno g.",17,G1,231,22082
2015,LTU,V,,0,Vilkpėdė,"Savanorių pr.",18,G1,487,22328
1998,LTU,V,,0,Verkiai,"J. Franko g.",1,G1,1639,49188
2012,LTU,M,,0,Žirmūnai,"Žirmūnų g.",2,G1,694,22524
1968,BLR,V,V,0,Rasos,"Šarkų g.",15,G1,649,22481
1993,LTU,M,V,1,Pilaitė,"Papilėnų g.",12,G1,396,22241
1956,RUS,V,V,0,Grigiškės,"Vilniaus g. (Grigiškės)",21,G89,505,24542
1996,LTU,V,,0,Lazdynai,"Architektų g.",11,G1,27,21888
